Dataset Name,Image Name,Characteristics [Organism],Term Source 1 REF,Term Source 1 Accession,Characteristics [Strain],Term Source 2 REF,Term Source 2 Accession,Characteristics [Sex],Term Source 3 REF,Term Source 3 Accession,Characteristics [Organism Part],Term Source 4 REF,Term Source 4 Accession,Experimental Condition [Class],Experimental Condition [Mouse ID],Experimental Condition [Sample ID],Experimental Condition [Score],Experimental Condition [Acquisition date],Experimental Condition [Acquisition time],Experimental Condition [Label_1],Assay Name,Source Name,Experimental Condition [treated],Comment [Image File Path],Comment [Image File Type],Comment [Image Type],Comment [Voxel Size],Comment [Volume Size],Channels
SCC,T5669.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,SCC,3,547,6,09/08/2016,09:17:15,,octmos-scc,T5669,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T5669.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x516,grayscale
SCC,T5670.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,SCC,3,547,7,09/08/2016,09:19:54,,octmos-scc,T5670,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T5670.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x520,grayscale
SCC,T5671.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,SCC,3,548,8,09/08/2016,09:26:45,,octmos-scc,T5671,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T5671.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x497,grayscale
SCC,T5672.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,SCC,3,548,5,09/08/2016,09:29:15,,octmos-scc,T5672,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T5672.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x533,grayscale
SCC,T5673.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,SCC,3,548,5,09/08/2016,09:31:23,,octmos-scc,T5673,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T5673.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x535,grayscale
SCC,T5674.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,SCC,3,548,5,09/08/2016,09:33:32,,octmos-scc,T5674,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T5674.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x515,grayscale
SCC,T5675.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,SCC,3,548,5,09/08/2016,09:36:40,,octmos-scc,T5675,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T5675.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x530,grayscale
SCC,T5679.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,SCC,3,549,6,09/08/2016,09:54:23,,octmos-scc,T5679,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T5679.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x517,grayscale
SCC,T5680.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,SCC,3,549,6,09/08/2016,09:56:28,,octmos-scc,T5680,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T5680.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x519,grayscale
SCC,T5681.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,SCC,3,549,6,09/08/2016,09:58:33,,octmos-scc,T5681,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T5681.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x518,grayscale
SCC,T5682.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,SCC,3,549,6,09/08/2016,10:01:10,,octmos-scc,T5682,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T5682.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x524,grayscale
SCC,T5683.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,SCC,3,549,7,09/08/2016,10:04:12,,octmos-scc,T5683,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T5683.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x515,grayscale
SCC,T5684.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,SCC,3,549,6,09/08/2016,10:06:33,,octmos-scc,T5684,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T5684.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x523,grayscale
SCC,T5685.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,SCC,3,549,7,09/08/2016,10:09:47,,octmos-scc,T5685,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T5685.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x519,grayscale
SCC,T5686.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,SCC,3,549,6,09/08/2016,10:15:48,,octmos-scc,T5686,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T5686.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x513,grayscale
SCC,T5689.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,SCC,3,550,6,09/08/2016,10:46:10,6,octmos-scc,T5689,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T5689.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x513,grayscale
SCC,T5690.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,SCC,3,550,6,09/08/2016,10:48:14,5,octmos-scc,T5690,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T5690.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x528,grayscale
SCC,T5691.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,SCC,3,550,6,09/08/2016,10:50:21,5,octmos-scc,T5691,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T5691.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x517,grayscale
SCC,T5692.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,SCC,3,550,6,09/08/2016,10:52:26,6,octmos-scc,T5692,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T5692.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x524,grayscale
SCC,T5693.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,SCC,3,550,5,09/08/2016,10:54:32,5,octmos-scc,T5693,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T5693.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x530,grayscale
SCC,T5694.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,SCC,3,550,5,09/08/2016,10:58:10,5,octmos-scc,T5694,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T5694.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x525,grayscale
SCC,T5695.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,SCC,3,550,7,09/08/2016,11:01:54,5,octmos-scc,T5695,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T5695.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x257,grayscale
SCC,T5697.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,SCC,3,551,6,09/08/2016,11:08:59,,octmos-scc,T5697,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T5697.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x531,grayscale
SCC,T5698.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,SCC,3,551,6,09/08/2016,11:16:18,,octmos-scc,T5698,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T5698.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x508,grayscale
SCC,T5700.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,SCC,3,551,7,09/08/2016,11:20:25,,octmos-scc,T5700,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T5700.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x522,grayscale
SCC,T5701.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,SCC,3,551,7,09/08/2016,11:22:31,,octmos-scc,T5701,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T5701.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x523,grayscale
SCC,T5702.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,SCC,3,551,7,09/08/2016,11:24:37,,octmos-scc,T5702,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T5702.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x517,grayscale
SCC,T5703.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,SCC,3,551,6,09/08/2016,11:26:42,,octmos-scc,T5703,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T5703.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x525,grayscale
SCC,T5704.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,SCC,3,551,7,09/08/2016,11:33:42,,octmos-scc,T5704,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T5704.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x511,grayscale
SCC,T5705.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,SCC,3,551,6,09/08/2016,11:35:45,,octmos-scc,T5705,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T5705.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x517,grayscale
Dysplasia,T5706.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,Dysplasia,3,552,6,09/08/2016,11:41:49,,octmos-dysplasia,T5706,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T5706.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x522,grayscale
Dysplasia,T5707.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,Dysplasia,3,552,6,09/08/2016,11:43:54,,octmos-dysplasia,T5707,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T5707.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x529,grayscale
Dysplasia,T5708.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,Dysplasia,3,552,7,09/08/2016,11:46:02,,octmos-dysplasia,T5708,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T5708.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x528,grayscale
Dysplasia,T5709.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,Dysplasia,3,552,7,09/08/2016,11:48:09,,octmos-dysplasia,T5709,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T5709.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x533,grayscale
Dysplasia,T5710.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,Dysplasia,3,552,8,09/08/2016,11:50:17,,octmos-dysplasia,T5710,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T5710.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x533,grayscale
Dysplasia,T5711.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,Dysplasia,3,552,7,09/08/2016,11:52:26,,octmos-dysplasia,T5711,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T5711.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x527,grayscale
Dysplasia,T5712.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,Dysplasia,3,552,7,09/08/2016,11:54:33,,octmos-dysplasia,T5712,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T5712.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x524,grayscale
Dysplasia,T5713.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,Dysplasia,3,552,6,09/08/2016,11:56:39,,octmos-dysplasia,T5713,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T5713.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x534,grayscale
Dysplasia,T5715.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,Dysplasia,3,552,8,09/08/2016,12:02:29,,octmos-dysplasia,T5715,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T5715.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x529,grayscale
Dysplasia,T5716.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,Dysplasia,3,553,6,09/08/2016,12:13:11,3,octmos-dysplasia,T5716,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T5716.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x517,grayscale
Dysplasia,T5717.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,Dysplasia,3,553,6,09/08/2016,12:15:15,3,octmos-dysplasia,T5717,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T5717.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x526,grayscale
Dysplasia,T5718.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,Dysplasia,3,553,6,09/08/2016,12:17:22,4,octmos-dysplasia,T5718,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T5718.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x525,grayscale
Dysplasia,T5719.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,Dysplasia,3,553,6,09/08/2016,12:19:28,0,octmos-dysplasia,T5719,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T5719.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x523,grayscale
Dysplasia,T5720.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,Dysplasia,3,553,6,09/08/2016,12:21:34,3,octmos-dysplasia,T5720,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T5720.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x517,grayscale
Dysplasia,T5721.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,Dysplasia,3,553,6,09/08/2016,12:23:39,3,octmos-dysplasia,T5721,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T5721.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x524,grayscale
Dysplasia,T5722.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,Dysplasia,3,553,6,09/08/2016,12:25:45,1,octmos-dysplasia,T5722,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T5722.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x517,grayscale
Dysplasia,T5723.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,Dysplasia,3,553,6,09/08/2016,12:27:50,0,octmos-dysplasia,T5723,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T5723.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x541,grayscale
Dysplasia,T5724.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,Dysplasia,3,553,6,09/08/2016,12:30:39,2,octmos-dysplasia,T5724,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T5724.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x531,grayscale
Dysplasia,T5731.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,Dysplasia,3,554,5,09/08/2016,12:48:52,,octmos-dysplasia,T5731,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T5731.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x529,grayscale
Dysplasia,T5732.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,Dysplasia,3,554,5,09/08/2016,12:51:00,,octmos-dysplasia,T5732,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T5732.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x528,grayscale
Dysplasia,T5742.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,Dysplasia,3,556,5,09/08/2016,13:44:13,5,octmos-dysplasia,T5742,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T5742.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x500,grayscale
Dysplasia,T5743.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,Dysplasia,3,556,6,09/08/2016,13:46:14,2,octmos-dysplasia,T5743,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T5743.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x501,grayscale
Dysplasia,T5744.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,Dysplasia,3,556,6,09/08/2016,13:48:14,6,octmos-dysplasia,T5744,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T5744.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x506,grayscale
Dysplasia,T5747.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,Dysplasia,3,556,6,09/08/2016,13:54:18,3,octmos-dysplasia,T5747,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T5747.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x504,grayscale
Dysplasia,T5748.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,Dysplasia,3,556,6,09/08/2016,13:56:20,5,octmos-dysplasia,T5748,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T5748.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x503,grayscale
Dysplasia,T5749.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,Dysplasia,3,556,5,09/08/2016,13:58:21,4,octmos-dysplasia,T5749,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T5749.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x513,grayscale
Normal,T5751.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of abdomen,UBERON,UBERON_0001416,Normal,3,557,5,09/08/2016,14:24:05,,octmos-normal,T5751,No chemical treatment. Skin was shaved and excised before imaging,ExperimentA/T5751.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x305,grayscale
Normal,T5753.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of abdomen,UBERON,UBERON_0001416,Normal,3,557,6,09/08/2016,14:28:06,,octmos-normal,T5753,No chemical treatment. Skin was shaved and excised before imaging,ExperimentA/T5753.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x355,grayscale
Normal,T5754.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of abdomen,UBERON,UBERON_0001416,Normal,3,557,5,09/08/2016,14:30:07,,octmos-normal,T5754,No chemical treatment. Skin was shaved and excised before imaging,ExperimentA/T5754.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x526,grayscale
Normal,T5755.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of abdomen,UBERON,UBERON_0001416,Normal,3,557,5,09/08/2016,14:32:13,,octmos-normal,T5755,No chemical treatment. Skin was shaved and excised before imaging,ExperimentA/T5755.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x329,grayscale
Normal,T5757.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of abdomen,UBERON,UBERON_0001416,Normal,3,557,5,09/08/2016,14:38:58,,octmos-normal,T5757,No chemical treatment. Skin was shaved and excised before imaging,ExperimentA/T5757.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x385,grayscale
Normal,T5759.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of abdomen,UBERON,UBERON_0001416,Normal,3,558,6,09/08/2016,14:51:57,,octmos-normal,T5759,No chemical treatment. Skin was shaved and excised before imaging,ExperimentA/T5759.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x524,grayscale
